gene_id,gene_name,gene_type,unstranded,stranded_first,stranded_second,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded
ENSG00000167920.10,TMEM99,lncRNA,299,1,318,6.3032,2.4562,2.2208
ENSG00000168367.11,LINC00917,lncRNA,1,0,1,0.0109,0.0043,0.0039
ENSG00000168746.8,LINC01620,lncRNA,7,1,7,0.2621,0.1021,0.0923
ENSG00000170161.7,AL512625.1,lncRNA,265,10,343,6.2315,2.4282,2.1955
ENSG00000170919.16,TPT1-AS1,lncRNA,2911,105,3196,12.9227,5.0355,4.553
ENSG00000170983.4,LINC00208,lncRNA,1,2,0,0.0226,0.0088,0.008
ENSG00000171671.6,SHANK2-AS3,lncRNA,10,10,0,0.3824,0.149,0.1347
ENSG00000171889.5,MIR31HG,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000171987.3,C11orf40,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000172460.17,PRSS30P,lncRNA,5,0,5,0.1013,0.0395,0.0357
ENSG00000172965.17,MIR4435-2HG,lncRNA,276,297,233,0.5189,0.2022,0.1828
ENSG00000173077.16,DELEC1,lncRNA,45,355,6,0.4355,0.1697,0.1534
ENSG00000173811.11,CCDC13-AS1,lncRNA,24,33,5,0.6518,0.254,0.2296
ENSG00000173862.3,AC008080.1,lncRNA,43,0,43,2.6158,1.0193,0.9216
ENSG00000174171.6,AC020659.1,lncRNA,1,186,1,0.0095,0.0037,0.0034
ENSG00000174325.6,DIRC1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000174365.20,SNHG11,lncRNA,44,1,43,0.6258,0.2439,0.2205
ENSG00000174403.16,MIR1-1HG-AS1,lncRNA,1,0,1,0.0189,0.0074,0.0067
ENSG00000174407.13,MIR1-1HG,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000174680.10,GRIK1-AS1,lncRNA,25,2,24,0.3494,0.1362,0.1231
ENSG00000175061.18,SNHG29,lncRNA,8881,14,13693,79.6524,31.0379,28.0636
ENSG00000175147.13,TMEM51-AS1,lncRNA,173,908,230,0.93,0.3624,0.3276
ENSG00000175170.16,FAM182B,lncRNA,1023,26,998,9.6315,3.7531,3.3934
ENSG00000175604.2,AC007601.1,lncRNA,45,44,1,1.4672,0.5717,0.5169
ENSG00000175611.12,LINC00476,lncRNA,602,386,631,5.8298,2.2717,2.054
ENSG00000175728.4,LINC02873,lncRNA,2,0,2,0.0363,0.0141,0.0128
ENSG00000175746.6,C15orf54,lncRNA,4,3,1,0.0836,0.0326,0.0295
ENSG00000175772.11,LINC01106,lncRNA,1,0,1,0.0211,0.0082,0.0074
ENSG00000175773.13,ZBTB44-DT,lncRNA,43,0,43,1.0531,0.4104,0.371
ENSG00000175779.4,LINC02694,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000175967.4,LINC02880,lncRNA,42,0,42,1.1956,0.4659,0.4212
ENSG00000176124.15,DLEU1,lncRNA,620,200,478,1.6601,0.6469,0.5849
ENSG00000176236.6,RPP38-DT,lncRNA,5,6,7,0.1877,0.0732,0.0661
ENSG00000176320.2,AL138899.1,lncRNA,5,1,4,0.161,0.0627,0.0567
ENSG00000176349.11,AC104129.1,lncRNA,72,72,0,0.9727,0.379,0.3427
ENSG00000176515.1,AL033381.1,lncRNA,9,14,0,0.1686,0.0657,0.0594
ENSG00000176593.8,AC008969.1,lncRNA,1045,213,1122,7.3328,2.8574,2.5835
ENSG00000176605.9,C14orf177,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000176659.9,C20orf197,lncRNA,13,0,13,0.2464,0.096,0.0868
ENSG00000176728.10,TTTY14,lncRNA,1,1,0,0.0029,0.0011,0.001
ENSG00000176753.5,C15orf56,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000176754.13,LINC00303,lncRNA,6,2,4,0.1943,0.0757,0.0685
ENSG00000176840.12,MIR7-3HG,lncRNA,11,7,7,0.2825,0.1101,0.0995
ENSG00000176868.2,AL358781.1,lncRNA,0,5457,36,0.0,0.0,0.0
ENSG00000176912.5,TYMSOS,lncRNA,1,10,5,0.0249,0.0097,0.0088
ENSG00000176984.6,AP000679.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000177112.8,IRAG1-AS1,lncRNA,129,512,43,5.8427,2.2767,2.0585
ENSG00000177133.11,PRDM16-DT,lncRNA,295,1,294,3.3904,1.3211,1.1945
ENSG00000177234.7,LINC01561,lncRNA,723,1,722,21.3845,8.3328,7.5343
ENSG00000177335.11,C8orf31,lncRNA,549,14,536,8.6454,3.3688,3.046
ENSG00000177337.8,DLGAP1-AS1,lncRNA,343,70,273,10.4327,4.0653,3.6757
ENSG00000177338.14,LINC00469,lncRNA,2,4,1,0.0553,0.0215,0.0195
ENSG00000177340.5,FLJ13224,lncRNA,19,35,1,0.8077,0.3147,0.2846
ENSG00000177369.9,FLJ40194,lncRNA,23,1227,10,0.2647,0.1032,0.0933
ENSG00000177406.5,NINJ2-AS1,lncRNA,56,4,59,0.8274,0.3224,0.2915
ENSG00000177410.13,ZFAS1,lncRNA,1273,48,1455,9.8534,3.8395,3.4716
ENSG00000177553.6,C1orf167-AS1,lncRNA,0,0,1,0.0,0.0,0.0
ENSG00000177596.1,AL355390.1,lncRNA,11,14,0,0.3041,0.1185,0.1071
ENSG00000177640.16,CASC2,lncRNA,275,240,275,1.1821,0.4606,0.4165
ENSG00000177699.4,AC011944.1,lncRNA,4,8,5,0.1355,0.0528,0.0477
ENSG00000177725.5,AC105206.1,lncRNA,8,0,8,0.217,0.0845,0.0764
ENSG00000177738.4,AC025171.1,lncRNA,430,255,220,6.4196,2.5015,2.2618
ENSG00000177757.2,FAM87B,lncRNA,85,101,9,2.8098,1.0949,0.99
ENSG00000177788.6,AL162595.1,lncRNA,709,52,710,5.5669,2.1692,1.9614
ENSG00000177800.2,TMEM78,lncRNA,18,18,0,0.5326,0.2076,0.1877
ENSG00000177822.8,TENM3-AS1,lncRNA,12,5,10,0.1256,0.0489,0.0443
ENSG00000177993.3,ZNRF3-AS1,lncRNA,179,179,0,5.309,2.0687,1.8705
ENSG00000178107.2,AL161668.1,lncRNA,2,1,2,0.3596,0.1401,0.1267
ENSG00000178130.9,FAM27E5,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178243.4,C9orf62,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178248.11,FAM230I,lncRNA,13,8,5,0.5302,0.2066,0.1868
ENSG00000178412.4,AC068473.1,lncRNA,11,0,11,0.6372,0.2483,0.2245
ENSG00000178457.3,LINC00314,lncRNA,2,2,0,0.2121,0.0826,0.0747
ENSG00000178722.13,C5orf64,lncRNA,201,0,210,0.5825,0.227,0.2052
ENSG00000178734.5,LMO7DN,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178803.12,ADORA2A-AS1,lncRNA,44,89,0,0.7025,0.2737,0.2475
ENSG00000178977.3,LINC00324,lncRNA,94,20,74,2.9058,1.1323,1.0238
ENSG00000179028.4,AC245177.1,lncRNA,0,2,0,0.0,0.0,0.0
ENSG00000179066.8,AC020907.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179082.3,C9orf106,lncRNA,70,0,70,1.4325,0.5582,0.5047
ENSG00000179136.7,LINC00670,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179141.9,MTUS2-AS1,lncRNA,3,0,4,0.0752,0.0293,0.0265
ENSG00000179219.5,LINC00311,lncRNA,15,9,6,0.6165,0.2402,0.2172
ENSG00000179253.3,AL162457.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179406.8,LINC00174,lncRNA,2826,1144,1706,15.6364,6.093,5.5091
ENSG00000179428.2,IL6-AS1,lncRNA,2,2,2,0.0944,0.0368,0.0332
ENSG00000179447.2,SLC24A3-AS1,lncRNA,121,121,0,4.3531,1.6962,1.5337
ENSG00000179452.2,LINC01699,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179523.5,EIF3J-DT,lncRNA,697,10,706,12.9914,5.0623,4.5772
ENSG00000179577.3,AP003471.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179676.7,LINC00305,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179743.4,FLJ37453,lncRNA,427,265,430,11.1128,4.3303,3.9153
ENSG00000179755.3,AC135776.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179818.14,PCBP1-AS1,lncRNA,3462,1822,3459,7.2804,2.8369,2.5651
ENSG00000179840.5,PIK3CD-AS1,lncRNA,5,6,0,0.1765,0.0688,0.0622
ENSG00000179935.10,LINC00652,lncRNA,84,69,61,1.3078,0.5096,0.4608
ENSG00000180066.10,LINC02870,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000180139.11,ACTA2-AS1,lncRNA,60,989,17,1.2132,0.4727,0.4274
ENSG00000180259.10,PRNT,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000180422.3,LINC00304,lncRNA,18,4,14,0.2925,0.114,0.103
ENSG00000180458.2,AC022148.1,lncRNA,34,92,73,0.6698,0.261,0.236
ENSG00000180525.13,PRR26,lncRNA,399,392,7,2.7771,1.0821,0.9784
ENSG00000180539.8,C9orf139,lncRNA,219,174,69,2.8246,1.1007,0.9952
ENSG00000180712.4,LINC02363,lncRNA,34,0,34,0.8057,0.314,0.2839
ENSG00000180769.10,WDFY3-AS2,lncRNA,2260,433,2193,15.545,6.0574,5.4769
ENSG00000180846.8,CSNK1G2-AS1,lncRNA,52,65,0,2.4864,0.9689,0.876
ENSG00000180861.9,LINC01559,lncRNA,20,20,1,0.3256,0.1269,0.1147
ENSG00000180869.4,LINC01555,lncRNA,1,0,1,0.0223,0.0087,0.0079
ENSG00000181097.5,LINC02878,lncRNA,47,1,47,1.541,0.6005,0.5429
ENSG00000181123.8,AC004832.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000181171.5,FER1L6-AS1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000181211.1,HECW1-IT1,lncRNA,18,0,18,0.63,0.2455,0.2219
ENSG00000181577.16,C6orf223,lncRNA,45,64,0,0.5199,0.2026,0.1832
ENSG00000181798.3,LINC00471,lncRNA,64,0,64,3.1371,1.2224,1.1053
ENSG00000181800.6,CELF2-AS1,lncRNA,1045,1045,0,27.2405,10.6147,9.5975
ENSG00000181908.5,LINC02724,lncRNA,267,3,265,7.3437,2.8616,2.5874
ENSG00000182057.5,OGFRP1,lncRNA,143,126,23,1.5432,0.6013,0.5437
ENSG00000182165.18,TP53TG1,lncRNA,485,3,1032,5.3168,2.0718,1.8732
ENSG00000182257.8,PRR34,lncRNA,47,95,13,1.0738,0.4184,0.3783
ENSG00000182352.8,C17orf77,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000182366.10,FAM87A,lncRNA,7,5,2,0.0885,0.0345,0.0312
ENSG00000182376.2,AC138028.1,lncRNA,119,112,9,3.4222,1.3335,1.2057
ENSG00000182586.9,LINC00334,lncRNA,45,324,1,1.2457,0.4854,0.4389
ENSG00000182648.13,LINC01006,lncRNA,2011,0,2064,9.3444,3.6412,3.2923
ENSG00000182776.4,AC239585.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000182824.7,FAM230E,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000182873.5,PRKCZ-AS1,lncRNA,113,40,81,4.1942,1.6343,1.4777
ENSG00000182912.6,TSPEAR-AS2,lncRNA,9,1,8,0.1914,0.0746,0.0674
ENSG00000183146.4,PRORY,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183154.1,AC138356.1,lncRNA,20,164,17,0.6171,0.2405,0.2174
ENSG00000183242.12,WT1-AS,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183250.12,LINC01547,lncRNA,189,2,188,2.4594,0.9583,0.8665
ENSG00000183308.6,AC005037.1,lncRNA,2,393,3,0.1323,0.0516,0.0466
ENSG00000183385.9,TTTY8,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183470.9,FLJ40288,lncRNA,1,0,1,0.0264,0.0103,0.0093
ENSG00000183535.9,COL18A1-AS1,lncRNA,33,33,0,0.6147,0.2395,0.2166
ENSG00000183562.3,AC131971.1,lncRNA,142,179,0,6.1668,2.403,2.1727
ENSG00000183643.4,C15orf32,lncRNA,0,0,3,0.0,0.0,0.0
ENSG00000183674.12,LINC00518,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183784.7,DOCK8-AS1,lncRNA,12,38,2,0.2516,0.098,0.0886
ENSG00000183822.3,NCF4-AS1,lncRNA,0,32,0,0.0,0.0,0.0
ENSG00000184029.9,DSCR4,lncRNA,2,0,2,0.0627,0.0244,0.0221
ENSG00000184068.2,SREBF2-AS1,lncRNA,97,277,20,2.0886,0.8139,0.7359
ENSG00000184224.3,C11orf72,lncRNA,15,17,5,0.3966,0.1546,0.1397
ENSG00000184274.3,LINC00315,lncRNA,34,62,0,0.942,0.3671,0.3319
ENSG00000184385.2,UMODL1-AS1,lncRNA,2,1,2,0.0601,0.0234,0.0212
ENSG00000184441.4,AP001062.1,lncRNA,88,590,201,1.3008,0.5069,0.4583
ENSG00000184566.3,AC132216.1,lncRNA,2,2,0,0.1112,0.0433,0.0392
ENSG00000184608.9,FAM167A-AS1,lncRNA,25,18,8,0.7225,0.2815,0.2546
ENSG00000184809.13,B3GALT5-AS1,lncRNA,37,1,41,0.3097,0.1207,0.1091
ENSG00000184856.7,LINC00308,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000184991.3,TTTY13,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185065.6,AC000068.1,lncRNA,135,31,124,4.1434,1.6145,1.4598
ENSG00000185168.5,LINC00482,lncRNA,12,1,11,0.3515,0.137,0.1239
ENSG00000185186.10,LINC00313,lncRNA,11,0,11,0.2102,0.0819,0.0741
ENSG00000185203.12,WASIR1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185203.12_PAR_Y,WASIR1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185332.8,TMEM105,lncRNA,46,2,45,0.7803,0.3041,0.2749
ENSG00000185433.10,LINC00158,lncRNA,122,1,121,1.9012,0.7408,0.6698
ENSG00000185594.7,SPATA8,lncRNA,1,1,0,0.0432,0.0168,0.0152
ENSG00000185700.10,TTTY8B,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185837.3,HDHD5-AS1,lncRNA,72,0,118,7.3438,2.8616,2.5874
ENSG00000185847.8,LINC01405,lncRNA,1,1,1,0.0114,0.0044,0.004
ENSG00000185904.12,LINC00839,lncRNA,28,0,28,0.2139,0.0834,0.0754
ENSG00000186019.11,AC021092.1,lncRNA,75,1595,121,0.8069,0.3144,0.2843
ENSG00000186056.10,MATN1-AS1,lncRNA,26,4,43,0.4158,0.162,0.1465
ENSG00000186235.11,LINC02610,lncRNA,6,0,6,0.1,0.039,0.0352
ENSG00000186594.14,MIR22HG,lncRNA,418,4,414,9.0096,3.5107,3.1743
ENSG00000186615.11,KTN1-AS1,lncRNA,197,29,210,1.5628,0.609,0.5506
ENSG00000186960.12,LINC01551,lncRNA,23,0,26,0.1377,0.0537,0.0485
ENSG00000187012.11,LINC00207,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000187013.4,LINC02875,lncRNA,81,33,52,3.4073,1.3277,1.2005
ENSG00000187185.4,AC092118.1,lncRNA,1,8,1,0.0304,0.0119,0.0107
ENSG00000187229.3,AC100800.1,lncRNA,102,102,0,3.1961,1.2454,1.1261
ENSG00000187600.14,LINC02583,lncRNA,4,3,1,0.1736,0.0676,0.0612
ENSG00000187621.15,TCL6,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000187904.3,AC097382.1,lncRNA,25,0,25,2.7225,1.0609,0.9592
ENSG00000187951.11,AC091057.1,lncRNA,44,0,44,0.5024,0.1958,0.177
ENSG00000187979.4,FAM230D,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000188004.11,SNHG28,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000188185.13,LINC00265,lncRNA,361,0,362,3.1745,1.237,1.1185
ENSG00000188242.4,PP7080,lncRNA,22,22,3,0.5119,0.1995,0.1804
ENSG00000188280.11,FAM230G,lncRNA,4,12,0,0.1141,0.0445,0.0402
ENSG00000188365.3,AC092171.1,lncRNA,112,90,22,9.5729,3.7302,3.3728
ENSG00000188511.12,C22orf34,lncRNA,126,1,125,1.198,0.4668,0.4221
ENSG00000188525.4,AC010969.1,lncRNA,5,6,0,0.1152,0.0449,0.0406
ENSG00000188660.4,LINC00319,lncRNA,13,10,4,0.1954,0.0761,0.0688
ENSG00000188693.8,CYP51A1-AS1,lncRNA,88,88,85,1.6322,0.636,0.5751
ENSG00000188825.14,LINC00910,lncRNA,689,503,187,4.0702,1.586,1.434
ENSG00000189196.4,LINC00994,lncRNA,14,0,14,0.4232,0.1649,0.1491
ENSG00000189223.15,PAX8-AS1,lncRNA,27,6,23,0.0786,0.0306,0.0277
ENSG00000189229.11,AC069277.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000189238.6,LINC00943,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000189275.4,LINC01164,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000189295.13,ANKRD62P1-PARP4P3,lncRNA,172,172,0,9.3734,3.6525,3.3025
ENSG00000189316.3,AC073349.1,lncRNA,43,175,24,2.6059,1.0154,0.9181
ENSG00000189419.8,SPATA41,lncRNA,43,1,42,0.4786,0.1865,0.1686
ENSG00000196096.3,SPAG16-DT,lncRNA,4,0,4,0.1491,0.0581,0.0525
ENSG00000196166.5,C8orf86,lncRNA,12,11,1,0.2796,0.109,0.0985
ENSG00000196167.10,COLCA1,lncRNA,300,20,314,2.1019,0.819,0.7406
ENSG00000196204.12,RNF216P1,lncRNA,680,0,680,7.9457,3.0962,2.7995
ENSG00000196243.5,LINC00615,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196273.8,LINC00523,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196295.12,GARS1-DT,lncRNA,4022,258,4118,8.4165,3.2796,2.9654
ENSG00000196366.3,C9orf163,lncRNA,19,35,17,0.4753,0.1852,0.1674
ENSG00000196566.2,AL138767.1,lncRNA,0,61,0,0.0,0.0,0.0
ENSG00000196634.3,LUADT1,lncRNA,3,3,0,0.4262,0.1661,0.1502
ENSG00000196668.4,LINC00173,lncRNA,554,2,552,13.6769,5.3294,4.8187
ENSG00000196696.13,PDXDC2P-NPIPB14P,lncRNA,241,3,239,2.4925,0.9712,0.8782
ENSG00000196741.5,LINC01560,lncRNA,135,0,135,6.9343,2.7021,2.4431
ENSG00000196756.13,SNHG17,lncRNA,374,2,372,2.0358,0.7933,0.7173
ENSG00000196758.3,AC079612.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196810.5,CTBP1-DT,lncRNA,1157,16,1237,9.5224,3.7106,3.355
ENSG00000196893.3,AC090286.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196951.11,SCOC-AS1,lncRNA,24,1,23,0.1806,0.0704,0.0636
ENSG00000196979.1,GPRACR,lncRNA,7,6,1,0.1383,0.0539,0.0487
ENSG00000197085.11,NPSR1-AS1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197099.8,AC068631.1,lncRNA,4,38,3,0.0232,0.009,0.0082
ENSG00000197176.7,LINC02291,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197180.2,CH17-340M24.3,lncRNA,45,4,44,4.8432,1.8872,1.7064
ENSG00000197182.14,MIRLET7BHG,lncRNA,4307,5,4304,48.394,18.8575,17.0505
ENSG00000197210.7,AP000550.1,lncRNA,6,11,2,0.0799,0.0311,0.0282
ENSG00000197251.3,LINC00336,lncRNA,4,4,0,0.1222,0.0476,0.043
ENSG00000197291.9,RAMP2-AS1,lncRNA,680,47,750,10.5003,4.0916,3.6995
ENSG00000197301.7,HMGA2-AS1,lncRNA,5,0,7,0.0533,0.0208,0.0188
ENSG00000197308.9,GATA3-AS1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197322.4,C17orf102,lncRNA,11,0,11,0.1771,0.069,0.0624
ENSG00000197332.9,AC008543.1,lncRNA,64,10,54,1.1786,0.4592,0.4152
ENSG00000197462.3,AC003975.1,lncRNA,7,0,7,0.5383,0.2097,0.1896
ENSG00000197503.4,LINC00477,lncRNA,4,5,0,0.1506,0.0587,0.053
ENSG00000197536.11,IRF1-AS1,lncRNA,901,109,1217,5.961,2.3228,2.1002
ENSG00000197568.14,HHLA3,lncRNA,104,0,104,5.4775,2.1344,1.9299
ENSG00000197585.10,AC068051.1,lncRNA,10,4,6,0.5001,0.1949,0.1762
ENSG00000197595.4,ATP11AUN,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197644.2,AC106870.1,lncRNA,6,6,0,1.9308,0.7524,0.6803
ENSG00000197665.7,AC007952.1,lncRNA,2,2,0,0.0887,0.0345,0.0312
ENSG00000197670.6,AL157838.1,lncRNA,48,96,0,1.2347,0.4811,0.435
ENSG00000197734.10,C14orf178,lncRNA,8,109,8,0.7355,0.2866,0.2592
ENSG00000197813.6,AC011450.1,lncRNA,12,6,14,1.0924,0.4257,0.3849
ENSG00000197815.4,AC122129.1,lncRNA,922,868,55,32.6944,12.7399,11.5191
ENSG00000197880.9,MDS2,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197934.8,CYYR1-AS1,lncRNA,79,53,26,1.3694,0.5336,0.4825
ENSG00000197989.14,SNHG12,lncRNA,626,60,579,9.4444,3.6802,3.3275
ENSG00000198054.12,DSCR8,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000198106.8,AC025279.1,lncRNA,2,1,2,0.0267,0.0104,0.0094
ENSG00000198221.10,AFDN-DT,lncRNA,21,5,33,0.3248,0.1266,0.1144
ENSG00000198358.4,AL354714.1,lncRNA,0,3,0,0.0,0.0,0.0
ENSG00000198454.2,LINC02692,lncRNA,13,10,3,0.8555,0.3334,0.3014
ENSG00000198468.9,FLVCR1-DT,lncRNA,40,4,36,0.6029,0.2349,0.2124
ENSG00000198491.3,AC007920.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000198496.12,NBR2,lncRNA,290,5,286,6.1235,2.3861,2.1575
ENSG00000198590.12,C3orf35,lncRNA,503,2,501,3.6115,1.4073,1.2724
ENSG00000198671.3,AC135895.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000198685.4,LINC01565,lncRNA,11,9,2,0.2625,0.1023,0.0925
