gene_id,gene_name,gene_type,unstranded,stranded_first,stranded_second,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded
ENSG00000165511.6,ZNF22-AS1,lncRNA,258,120,139,4.3007,1.7128,1.541
ENSG00000166770.11,ZNF667-AS1,lncRNA,1318,50,1842,5.5566,2.213,1.991
ENSG00000166917.11,MIR202HG,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000167046.4,AL357033.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000167459.17,LINC00905,lncRNA,2,2,0,0.0284,0.0113,0.0102
ENSG00000167912.6,AC090152.1,lncRNA,144,74,150,1.9067,0.7594,0.6832
ENSG00000167920.10,TMEM99,lncRNA,308,0,331,5.1762,2.0615,1.8547
ENSG00000168367.11,LINC00917,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000168746.8,LINC01620,lncRNA,2,0,2,0.0597,0.0238,0.0214
ENSG00000170161.7,AL512625.1,lncRNA,174,112,275,3.2618,1.2991,1.1687
ENSG00000170919.16,TPT1-AS1,lncRNA,1495,200,1570,5.2908,2.1071,1.8957
ENSG00000170983.4,LINC00208,lncRNA,1,1,0,0.018,0.0072,0.0065
ENSG00000171671.6,SHANK2-AS3,lncRNA,1,0,1,0.0305,0.0121,0.0109
ENSG00000171889.5,MIR31HG,lncRNA,3,1,4,0.0547,0.0218,0.0196
ENSG00000171987.3,C11orf40,lncRNA,1,0,1,0.0785,0.0312,0.0281
ENSG00000172460.17,PRSS30P,lncRNA,18,1,18,0.2907,0.1158,0.1042
ENSG00000172965.17,MIR4435-2HG,lncRNA,4141,242,4208,6.2069,2.472,2.224
ENSG00000173077.16,DELEC1,lncRNA,113,4861,20,0.8719,0.3472,0.3124
ENSG00000173811.11,CCDC13-AS1,lncRNA,58,70,28,1.2556,0.5001,0.4499
ENSG00000173862.3,AC008080.1,lncRNA,54,0,54,2.6188,1.043,0.9383
ENSG00000174171.6,AC020659.1,lncRNA,32,623,1,0.2432,0.0968,0.0871
ENSG00000174325.6,DIRC1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000174365.20,SNHG11,lncRNA,803,1,802,9.1051,3.6262,3.2624
ENSG00000174403.16,MIR1-1HG-AS1,lncRNA,38,1,37,0.574,0.2286,0.2057
ENSG00000174407.13,MIR1-1HG,lncRNA,3,2,1,0.1262,0.0502,0.0452
ENSG00000174680.10,GRIK1-AS1,lncRNA,128,34,95,1.4262,0.568,0.511
ENSG00000175061.18,SNHG29,lncRNA,4640,150,9690,33.1759,13.2128,11.8872
ENSG00000175147.13,TMEM51-AS1,lncRNA,97,2217,130,0.4157,0.1655,0.1489
ENSG00000175170.16,FAM182B,lncRNA,272,15,257,2.0415,0.8131,0.7315
ENSG00000175604.2,AC007601.1,lncRNA,24,24,0,0.6238,0.2484,0.2235
ENSG00000175611.12,LINC00476,lncRNA,514,131,536,3.9682,1.5804,1.4218
ENSG00000175728.4,LINC02873,lncRNA,1,0,1,0.0145,0.0058,0.0052
ENSG00000175746.6,C15orf54,lncRNA,5,3,2,0.0833,0.0332,0.0299
ENSG00000175772.11,LINC01106,lncRNA,8,1,7,0.1343,0.0535,0.0481
ENSG00000175773.13,ZBTB44-DT,lncRNA,10,0,10,0.1952,0.0778,0.07
ENSG00000175779.4,LINC02694,lncRNA,3,3,0,0.0182,0.0072,0.0065
ENSG00000175967.4,LINC02880,lncRNA,9,0,9,0.2042,0.0813,0.0732
ENSG00000176124.15,DLEU1,lncRNA,1538,574,1162,3.2829,1.3075,1.1763
ENSG00000176236.6,RPP38-DT,lncRNA,19,1,22,0.5688,0.2265,0.2038
ENSG00000176320.2,AL138899.1,lncRNA,4,0,4,0.1027,0.0409,0.0368
ENSG00000176349.11,AC104129.1,lncRNA,102,100,2,1.0985,0.4375,0.3936
ENSG00000176515.1,AL033381.1,lncRNA,5,6,3,0.0747,0.0297,0.0268
ENSG00000176593.8,AC008969.1,lncRNA,1145,141,1247,6.4051,2.5509,2.295
ENSG00000176605.9,C14orf177,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000176659.9,C20orf197,lncRNA,63,0,63,0.9521,0.3792,0.3412
ENSG00000176728.10,TTTY14,lncRNA,1099,10,1090,2.5248,1.0055,0.9046
ENSG00000176753.5,C15orf56,lncRNA,19,15,7,0.4227,0.1684,0.1515
ENSG00000176754.13,LINC00303,lncRNA,4,0,4,0.1033,0.0411,0.037
ENSG00000176840.12,MIR7-3HG,lncRNA,64,7,60,1.3103,0.5219,0.4695
ENSG00000176868.2,AL358781.1,lncRNA,0,5249,40,0.0,0.0,0.0
ENSG00000176912.5,TYMSOS,lncRNA,70,127,148,1.391,0.554,0.4984
ENSG00000176984.6,AP000679.1,lncRNA,2,1,2,0.0493,0.0196,0.0177
ENSG00000177112.8,IRAG1-AS1,lncRNA,25,159,7,0.9027,0.3595,0.3234
ENSG00000177133.11,PRDM16-DT,lncRNA,168,3,165,1.5392,0.613,0.5515
ENSG00000177234.7,LINC01561,lncRNA,68,1,67,1.6034,0.6386,0.5745
ENSG00000177335.11,C8orf31,lncRNA,306,1,306,3.8415,1.5299,1.3765
ENSG00000177337.8,DLGAP1-AS1,lncRNA,580,52,528,14.0637,5.6011,5.0392
ENSG00000177338.14,LINC00469,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000177340.5,FLJ13224,lncRNA,21,25,1,0.7117,0.2834,0.255
ENSG00000177369.9,FLJ40194,lncRNA,16,821,13,0.1468,0.0585,0.0526
ENSG00000177406.5,NINJ2-AS1,lncRNA,188,94,195,2.2144,0.8819,0.7934
ENSG00000177410.13,ZFAS1,lncRNA,688,9,712,4.2453,1.6908,1.5211
ENSG00000177553.6,C1orf167-AS1,lncRNA,2,1,2,0.0549,0.0219,0.0197
ENSG00000177596.1,AL355390.1,lncRNA,5,4,1,0.1102,0.0439,0.0395
ENSG00000177640.16,CASC2,lncRNA,300,115,298,1.0281,0.4094,0.3684
ENSG00000177699.4,AC011944.1,lncRNA,11,30,6,0.297,0.1183,0.1064
ENSG00000177725.5,AC105206.1,lncRNA,63,0,63,1.3622,0.5425,0.4881
ENSG00000177738.4,AC025171.1,lncRNA,501,269,353,5.9628,2.3748,2.1365
ENSG00000177757.2,FAM87B,lncRNA,42,44,12,1.1068,0.4408,0.3966
ENSG00000177788.6,AL162595.1,lncRNA,764,23,763,4.7822,1.9046,1.7135
ENSG00000177800.2,TMEM78,lncRNA,8,7,1,0.1887,0.0752,0.0676
ENSG00000177822.8,TENM3-AS1,lncRNA,16,2,14,0.1335,0.0532,0.0478
ENSG00000177993.3,ZNRF3-AS1,lncRNA,98,73,25,2.3171,0.9228,0.8303
ENSG00000178107.2,AL161668.1,lncRNA,0,3,0,0.0,0.0,0.0
ENSG00000178130.9,FAM27E5,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178243.4,C9orf62,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178248.11,FAM230I,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178412.4,AC068473.1,lncRNA,5,0,5,0.2309,0.092,0.0827
ENSG00000178457.3,LINC00314,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000178722.13,C5orf64,lncRNA,385,5,383,0.8895,0.3543,0.3187
ENSG00000178734.5,LMO7DN,lncRNA,7,0,7,0.3078,0.1226,0.1103
ENSG00000178803.12,ADORA2A-AS1,lncRNA,30,81,0,0.3819,0.1521,0.1368
ENSG00000178977.3,LINC00324,lncRNA,105,11,94,2.5876,1.0305,0.9272
ENSG00000179028.4,AC245177.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179066.8,AC020907.1,lncRNA,4,14,1,0.0662,0.0264,0.0237
ENSG00000179082.3,C9orf106,lncRNA,130,1,130,2.1209,0.8447,0.7599
ENSG00000179136.7,LINC00670,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179141.9,MTUS2-AS1,lncRNA,28,6,29,0.5597,0.2229,0.2005
ENSG00000179219.5,LINC00311,lncRNA,3,2,1,0.0983,0.0391,0.0352
ENSG00000179253.3,AL162457.1,lncRNA,49,45,4,1.2571,0.5006,0.4504
ENSG00000179406.8,LINC00174,lncRNA,1853,775,1082,8.1735,3.2552,2.9286
ENSG00000179428.2,IL6-AS1,lncRNA,17,3,22,0.6395,0.2547,0.2291
ENSG00000179447.2,SLC24A3-AS1,lncRNA,30,30,0,0.8604,0.3427,0.3083
ENSG00000179452.2,LINC01699,lncRNA,3,0,3,0.5943,0.2367,0.2129
ENSG00000179523.5,EIF3J-DT,lncRNA,667,46,675,9.911,3.9472,3.5512
ENSG00000179577.3,AP003471.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179676.7,LINC00305,lncRNA,5,5,1,0.0893,0.0356,0.032
ENSG00000179743.4,FLJ37453,lncRNA,281,174,275,5.83,2.3219,2.0889
ENSG00000179755.3,AC135776.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000179818.14,PCBP1-AS1,lncRNA,2377,3098,2392,3.985,1.5871,1.4279
ENSG00000179840.5,PIK3CD-AS1,lncRNA,11,11,2,0.3096,0.1233,0.1109
ENSG00000179935.10,LINC00652,lncRNA,52,29,34,0.6454,0.257,0.2312
ENSG00000180066.10,LINC02870,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000180139.11,ACTA2-AS1,lncRNA,150,1938,193,2.4179,0.963,0.8664
ENSG00000180259.10,PRNT,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000180422.3,LINC00304,lncRNA,8,4,4,0.1036,0.0413,0.0371
ENSG00000180458.2,AC022148.1,lncRNA,21,53,13,0.3298,0.1313,0.1182
ENSG00000180525.13,PRR26,lncRNA,429,406,23,2.3804,0.948,0.8529
ENSG00000180539.8,C9orf139,lncRNA,93,96,14,0.9562,0.3808,0.3426
ENSG00000180712.4,LINC02363,lncRNA,30,1,29,0.5667,0.2257,0.2031
ENSG00000180769.10,WDFY3-AS2,lncRNA,528,158,484,2.8952,1.1531,1.0374
ENSG00000180846.8,CSNK1G2-AS1,lncRNA,41,44,0,1.5629,0.6224,0.56
ENSG00000180861.9,LINC01559,lncRNA,2,0,2,0.026,0.0103,0.0093
ENSG00000180869.4,LINC01555,lncRNA,1,0,1,0.0178,0.0071,0.0064
ENSG00000181097.5,LINC02878,lncRNA,29,1,29,0.758,0.3019,0.2716
ENSG00000181123.8,AC004832.1,lncRNA,1,4,1,0.0212,0.0084,0.0076
ENSG00000181171.5,FER1L6-AS1,lncRNA,1,0,1,0.0222,0.0088,0.0079
ENSG00000181211.1,HECW1-IT1,lncRNA,20,1,19,0.558,0.2222,0.1999
ENSG00000181577.16,C6orf223,lncRNA,12,4,12,0.1105,0.044,0.0396
ENSG00000181798.3,LINC00471,lncRNA,29,0,29,1.1332,0.4513,0.406
ENSG00000181800.6,CELF2-AS1,lncRNA,178,178,0,3.699,1.4732,1.3254
ENSG00000181908.5,LINC02724,lncRNA,65,0,65,1.4252,0.5676,0.5107
ENSG00000182057.5,OGFRP1,lncRNA,150,120,36,1.2904,0.5139,0.4624
ENSG00000182165.18,TP53TG1,lncRNA,273,11,755,2.3858,0.9502,0.8549
ENSG00000182257.8,PRR34,lncRNA,156,169,34,2.8414,1.1316,1.0181
ENSG00000182352.8,C17orf77,lncRNA,2,1,1,0.0369,0.0147,0.0132
ENSG00000182366.10,FAM87A,lncRNA,4,2,2,0.0403,0.0161,0.0144
ENSG00000182376.2,AC138028.1,lncRNA,63,64,1,1.4443,0.5752,0.5175
ENSG00000182586.9,LINC00334,lncRNA,11,361,0,0.2427,0.0967,0.087
ENSG00000182648.13,LINC01006,lncRNA,110,7,106,0.4075,0.1623,0.146
ENSG00000182776.4,AC239585.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000182824.7,FAM230E,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000182873.5,PRKCZ-AS1,lncRNA,39,3,39,1.154,0.4596,0.4135
ENSG00000182912.6,TSPEAR-AS2,lncRNA,1,1,0,0.017,0.0068,0.0061
ENSG00000183146.4,PRORY,lncRNA,1,0,1,0.0584,0.0233,0.0209
ENSG00000183154.1,AC138356.1,lncRNA,37,121,33,0.9101,0.3624,0.3261
ENSG00000183242.12,WT1-AS,lncRNA,5,0,5,0.0461,0.0184,0.0165
ENSG00000183250.12,LINC01547,lncRNA,258,18,245,2.6764,1.0659,0.959
ENSG00000183308.6,AC005037.1,lncRNA,0,358,16,0.0,0.0,0.0
ENSG00000183385.9,TTTY8,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183470.9,FLJ40288,lncRNA,9,10,0,0.1891,0.0753,0.0678
ENSG00000183535.9,COL18A1-AS1,lncRNA,31,31,0,0.4604,0.1833,0.165
ENSG00000183562.3,AC131971.1,lncRNA,227,254,0,7.859,3.1299,2.8159
ENSG00000183643.4,C15orf32,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183674.12,LINC00518,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000183784.7,DOCK8-AS1,lncRNA,68,148,3,1.1365,0.4526,0.4072
ENSG00000183822.3,NCF4-AS1,lncRNA,0,82,0,0.0,0.0,0.0
ENSG00000184029.9,DSCR4,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000184068.2,SREBF2-AS1,lncRNA,64,294,30,1.0986,0.4375,0.3936
ENSG00000184224.3,C11orf72,lncRNA,8,0,8,0.1686,0.0672,0.0604
ENSG00000184274.3,LINC00315,lncRNA,8,26,2,0.1767,0.0704,0.0633
ENSG00000184385.2,UMODL1-AS1,lncRNA,4,2,3,0.0959,0.0382,0.0343
ENSG00000184441.4,AP001062.1,lncRNA,37,563,205,0.436,0.1736,0.1562
ENSG00000184566.3,AC132216.1,lncRNA,100,117,0,4.4308,1.7646,1.5876
ENSG00000184608.9,FAM167A-AS1,lncRNA,59,40,19,1.3593,0.5414,0.4871
ENSG00000184809.13,B3GALT5-AS1,lncRNA,331,29,353,2.2087,0.8797,0.7914
ENSG00000184856.7,LINC00308,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000184991.3,TTTY13,lncRNA,1,0,1,0.0225,0.0089,0.008
ENSG00000185065.6,AC000068.1,lncRNA,183,53,159,4.4775,1.7832,1.6043
ENSG00000185168.5,LINC00482,lncRNA,1,0,1,0.0234,0.0093,0.0084
ENSG00000185186.10,LINC00313,lncRNA,4,2,4,0.0609,0.0243,0.0218
ENSG00000185203.12,WASIR1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185203.12_PAR_Y,WASIR1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185332.8,TMEM105,lncRNA,6,1,6,0.0811,0.0323,0.0291
ENSG00000185433.10,LINC00158,lncRNA,24,0,24,0.2982,0.1187,0.1068
ENSG00000185594.7,SPATA8,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185700.10,TTTY8B,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000185837.3,HDHD5-AS1,lncRNA,17,0,23,1.3823,0.5505,0.4953
ENSG00000185847.8,LINC01405,lncRNA,1,2,1,0.0091,0.0036,0.0033
ENSG00000185904.12,LINC00839,lncRNA,169,9,160,1.0295,0.41,0.3689
ENSG00000186019.11,AC021092.1,lncRNA,87,1415,520,0.7462,0.2972,0.2674
ENSG00000186056.10,MATN1-AS1,lncRNA,66,0,104,0.8415,0.3352,0.3015
ENSG00000186235.11,LINC02610,lncRNA,74,1,74,0.9836,0.3917,0.3524
ENSG00000186594.14,MIR22HG,lncRNA,1052,2,1050,18.0765,7.1992,6.477
ENSG00000186615.11,KTN1-AS1,lncRNA,185,9,198,1.17,0.466,0.4192
ENSG00000186960.12,LINC01551,lncRNA,447,35,453,2.1333,0.8496,0.7644
ENSG00000187012.11,LINC00207,lncRNA,1,0,1,0.0366,0.0146,0.0131
ENSG00000187013.4,LINC02875,lncRNA,32,12,20,1.0731,0.4274,0.3845
ENSG00000187185.4,AC092118.1,lncRNA,8,17,0,0.1942,0.0773,0.0696
ENSG00000187229.3,AC100800.1,lncRNA,112,113,0,2.7977,1.1142,1.0025
ENSG00000187600.14,LINC02583,lncRNA,4,5,0,0.1384,0.0551,0.0496
ENSG00000187621.15,TCL6,lncRNA,0,1,0,0.0,0.0,0.0
ENSG00000187904.3,AC097382.1,lncRNA,21,0,21,1.8231,0.7261,0.6532
ENSG00000187951.11,AC091057.1,lncRNA,182,0,182,1.6566,0.6598,0.5936
ENSG00000187979.4,FAM230D,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000188004.11,SNHG28,lncRNA,1,3,1,0.0091,0.0036,0.0033
ENSG00000188185.13,LINC00265,lncRNA,676,5,676,4.739,1.8874,1.698
ENSG00000188242.4,PP7080,lncRNA,19,22,2,0.3524,0.1404,0.1263
ENSG00000188280.11,FAM230G,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000188365.3,AC092171.1,lncRNA,101,83,18,6.882,2.7409,2.4659
ENSG00000188511.12,C22orf34,lncRNA,117,2,116,0.8868,0.3532,0.3178
ENSG00000188525.4,AC010969.1,lncRNA,3,15,2,0.0551,0.0219,0.0197
ENSG00000188660.4,LINC00319,lncRNA,5,2,4,0.0599,0.0239,0.0215
ENSG00000188693.8,CYP51A1-AS1,lncRNA,23,60,26,0.3401,0.1354,0.1219
ENSG00000188825.14,LINC00910,lncRNA,206,95,115,0.9701,0.3864,0.3476
ENSG00000189196.4,LINC00994,lncRNA,7,0,7,0.1687,0.0672,0.0604
ENSG00000189223.15,PAX8-AS1,lncRNA,273,16,305,0.6337,0.2524,0.227
ENSG00000189229.11,AC069277.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000189238.6,LINC00943,lncRNA,30,18,63,0.1724,0.0687,0.0618
ENSG00000189275.4,LINC01164,lncRNA,24,1,23,0.3413,0.1359,0.1223
ENSG00000189295.13,ANKRD62P1-PARP4P3,lncRNA,4,2,2,0.1738,0.0692,0.0623
ENSG00000189316.3,AC073349.1,lncRNA,2,37,18,0.0966,0.0385,0.0346
ENSG00000189419.8,SPATA41,lncRNA,20,1,19,0.1774,0.0707,0.0636
ENSG00000196096.3,SPAG16-DT,lncRNA,4,0,4,0.1188,0.0473,0.0426
ENSG00000196166.5,C8orf86,lncRNA,5,5,0,0.0929,0.037,0.0333
ENSG00000196167.10,COLCA1,lncRNA,126,32,133,0.7038,0.2803,0.2522
ENSG00000196204.12,RNF216P1,lncRNA,1212,2,1212,11.2901,4.4964,4.0453
ENSG00000196243.5,LINC00615,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196273.8,LINC00523,lncRNA,3,34,0,0.0458,0.0183,0.0164
ENSG00000196295.12,GARS1-DT,lncRNA,8212,418,8471,13.6996,5.456,4.9087
ENSG00000196366.3,C9orf163,lncRNA,20,36,18,0.3988,0.1588,0.1429
ENSG00000196566.2,AL138767.1,lncRNA,0,35,0,0.0,0.0,0.0
ENSG00000196634.3,LUADT1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000196668.4,LINC00173,lncRNA,152,1,152,2.9915,1.1914,1.0719
ENSG00000196696.13,PDXDC2P-NPIPB14P,lncRNA,171,8,166,1.4099,0.5615,0.5052
ENSG00000196741.5,LINC01560,lncRNA,190,4,186,7.7802,3.0986,2.7877
ENSG00000196756.13,SNHG17,lncRNA,818,9,811,3.5496,1.4137,1.2718
ENSG00000196758.3,AC079612.1,lncRNA,5,0,5,0.0693,0.0276,0.0248
ENSG00000196810.5,CTBP1-DT,lncRNA,1184,17,1250,7.7684,3.0939,2.7835
ENSG00000196893.3,AC090286.1,lncRNA,1,2,0,0.0345,0.0137,0.0123
ENSG00000196951.11,SCOC-AS1,lncRNA,35,3,33,0.21,0.0836,0.0752
ENSG00000196979.1,GPRACR,lncRNA,15,8,7,0.2362,0.0941,0.0846
ENSG00000197085.11,NPSR1-AS1,lncRNA,26,5,21,0.1877,0.0748,0.0673
ENSG00000197099.8,AC068631.1,lncRNA,20,73,22,0.0925,0.0368,0.0331
ENSG00000197176.7,LINC02291,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197180.2,CH17-340M24.3,lncRNA,134,0,134,11.4972,4.5789,4.1195
ENSG00000197182.14,MIRLET7BHG,lncRNA,2821,6,2817,25.269,10.0637,9.0541
ENSG00000197210.7,AP000550.1,lncRNA,4,12,4,0.0425,0.0169,0.0152
ENSG00000197251.3,LINC00336,lncRNA,1,2,1,0.0244,0.0097,0.0087
ENSG00000197291.9,RAMP2-AS1,lncRNA,103,20,127,1.2679,0.505,0.4543
ENSG00000197301.7,HMGA2-AS1,lncRNA,11,4,8,0.0936,0.0373,0.0335
ENSG00000197308.9,GATA3-AS1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197322.4,C17orf102,lncRNA,10,2,10,0.1284,0.0511,0.046
ENSG00000197332.9,AC008543.1,lncRNA,54,12,42,0.7927,0.3157,0.284
ENSG00000197462.3,AC003975.1,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000197503.4,LINC00477,lncRNA,2,0,6,0.06,0.0239,0.0215
ENSG00000197536.11,IRF1-AS1,lncRNA,574,210,722,3.0274,1.2057,1.0848
ENSG00000197568.14,HHLA3,lncRNA,154,1,153,6.466,2.5752,2.3168
ENSG00000197585.10,AC068051.1,lncRNA,38,25,13,1.5149,0.6033,0.5428
ENSG00000197595.4,ATP11AUN,lncRNA,6,4,2,0.1374,0.0547,0.0492
ENSG00000197644.2,AC106870.1,lncRNA,3,2,1,0.7696,0.3065,0.2758
ENSG00000197665.7,AC007952.1,lncRNA,0,7,0,0.0,0.0,0.0
ENSG00000197670.6,AL157838.1,lncRNA,166,332,3,3.4041,1.3558,1.2197
ENSG00000197734.10,C14orf178,lncRNA,7,145,7,0.5131,0.2043,0.1838
ENSG00000197813.6,AC011450.1,lncRNA,30,78,34,2.1772,0.8671,0.7801
ENSG00000197815.4,AC122129.1,lncRNA,449,447,2,12.6928,5.0551,4.5479
ENSG00000197880.9,MDS2,lncRNA,2,2,1,0.0479,0.0191,0.0172
ENSG00000197934.8,CYYR1-AS1,lncRNA,96,6,91,1.3266,0.5283,0.4753
ENSG00000197989.14,SNHG12,lncRNA,670,45,640,8.0583,3.2093,2.8874
ENSG00000198054.12,DSCR8,lncRNA,0,0,0,0.0,0.0,0.0
ENSG00000198106.8,AC025279.1,lncRNA,3,1,3,0.0319,0.0127,0.0114
ENSG00000198221.10,AFDN-DT,lncRNA,44,3,69,0.5426,0.2161,0.1944
ENSG00000198358.4,AL354714.1,lncRNA,2,2,0,0.048,0.0191,0.0172
ENSG00000198454.2,LINC02692,lncRNA,8,8,0,0.4197,0.1672,0.1504
ENSG00000198468.9,FLVCR1-DT,lncRNA,149,4,145,1.7904,0.713,0.6415
ENSG00000198491.3,AC007920.1,lncRNA,8,9,10,0.1535,0.0611,0.055
ENSG00000198496.12,NBR2,lncRNA,317,14,305,5.3362,2.1252,1.912
ENSG00000198590.12,C3orf35,lncRNA,395,0,395,2.2609,0.9004,0.8101
ENSG00000198671.3,AC135895.1,lncRNA,0,0,0,0.0,0.0,0.0
